,label,start,end,context,text,source,article_id
6084,"Name_Calling,Labeling",3735,3747,"It’s a cracker state,” Smith says, explaining that a progressive agenda cannot pass and using a racial slur against white voters.",white voters,train,999001033
6085,Loaded_Language,4321,4333,"“The fact that both parties only care if it scores political points is hypocritical,” she added.",hypocritical,train,111111123
6086,"Name_Calling,Labeling",7,20,Muslim Crime Stopper Sofian Zakkout's New Crush: Anti-Semite Pastor Steve Anderson,Crime Stopper,train,730149656
6087,Loaded_Language,216,220,"For nearly two millennia, Jews have suffered persecution after persecution at the hands of those who used religion as a vehicle for hate and even mass murder.",hate,train,730149656
6088,Loaded_Language,225,241,"For nearly two millennia, Jews have suffered persecution after persecution at the hands of those who used religion as a vehicle for hate and even mass murder.",even mass murder,train,730149656
6089,Causal_Oversimplification,306,398,"Recently, a video clip of anti-Semitic pastor Steve Anderson – making the claim that Jews have experienced such abuse because they have somehow been cursed – wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout.",making the claim that Jews have experienced such abuse because they have somehow been cursed,train,730149656
6090,Causal_Oversimplification,1493,1574,‘Cause they’re under the curse of God for having rejected the Lord Jesus Christ.”,‘Cause they’re under the curse of God for having rejected the Lord Jesus Christ.”,train,730149656
6091,Loaded_Language,1742,1762,"Blaming Jews for the extreme torment they endured for so long, which includes a Nazi Holocaust that took the lives of six million innocent Jews and so many others, is incredibly offensive.",incredibly offensive,train,730149656
6092,"Name_Calling,Labeling",2379,2395,"About the clip, on Facebook, Zakkout wrote above it, “Makes a lot of sense!” Of course, this is coming from someone [Zakkout] who regularly refers to Jews as “monkeys and pigs,” and in February 2016, circulated on social media a report claiming that “the Holocaust was faked.” The report calls the Holocaust “the biggest lie ever foisted upon humanity” and was produced by a media outlet which describes Hitler as “the greatest leader in modern Western history.”",monkeys and pigs,train,730149656
6093,"Name_Calling,Labeling",2639,2680,"About the clip, on Facebook, Zakkout wrote above it, “Makes a lot of sense!” Of course, this is coming from someone [Zakkout] who regularly refers to Jews as “monkeys and pigs,” and in February 2016, circulated on social media a report claiming that “the Holocaust was faked.” The report calls the Holocaust “the biggest lie ever foisted upon humanity” and was produced by a media outlet which describes Hitler as “the greatest leader in modern Western history.”",greatest leader in modern Western history,train,730149656
6094,Loaded_Language,3017,3025,"The ADL described the video as “venomous.” In October 2015, Zakkout praised Duke, as “David Duke, a man to believe in!”",venomous,train,730149656
6095,Slogans,3070,3104,"The ADL described the video as “venomous.” In October 2015, Zakkout praised Duke, as “David Duke, a man to believe in!”","“David Duke, a man to believe in!”",train,730149656
6096,Repetition,3371,3376,"During the clip, Farrakhan repeatedly labels the Jewish people “Satan.” He states, “Really, they’re not Jews.",Satan,train,730149656
6097,Repetition,3428,3433,"During the clip, Farrakhan repeatedly labels the Jewish people “Satan.” He states, “Really, they’re not Jews.",Satan,train,730149656
6098,Repetition,3486,3491,"During the clip, Farrakhan repeatedly labels the Jewish people “Satan.” He states, “Really, they’re not Jews.",Satan,train,730149656
6099,Repetition,3526,3531,"During the clip, Farrakhan repeatedly labels the Jewish people “Satan.” He states, “Really, they’re not Jews.",Satan,train,730149656
6100,Slogans,3832,3846,"Rally goers repeatedly shouted, “We are Hamas” and “Let’s go Hamas.” After the rally, Zakkout wrote the following in Arabic, above photos from the event: “Thank God, every day we conquer the American Jews like our conquests over the Jews of Israel!” He signed it “Br.",“We are Hamas”,train,730149656
6101,Slogans,3851,3868,"Rally goers repeatedly shouted, “We are Hamas” and “Let’s go Hamas.” After the rally, Zakkout wrote the following in Arabic, above photos from the event: “Thank God, every day we conquer the American Jews like our conquests over the Jews of Israel!” He signed it “Br.",“Let’s go Hamas.”,train,730149656
6102,Black-and-White_Fallacy,4647,4905,"If the board members of Crime Stoppers and Citizens’ Crime Watch do not wish to be associated with anti-Semitism or white supremacism or Hamas or Holocaust denial or Steve Anderson or David Duke or Louis Farrakhan, then they must cut ties with Sofian Zakkout.","If the board members of Crime Stoppers and Citizens’ Crime Watch do not wish to be associated with anti-Semitism or white supremacism or Hamas or Holocaust denial or Steve Anderson or David Duke or Louis Farrakhan, then they must cut ties with Sofian Zakkout",train,730149656
6103,Flag-Waving,5049,5068,The time is long overdue that these groups maintain their credibility and remain true to their stated missions of protecting and safeguarding the American public.,the American public,train,730149656
6104,Appeal_to_fear-prejudice,5147,5185,Sofian Zakkout’s bigoted and radical agenda is antithetical to this and is a documented threat to national security.,documented threat to national security,train,730149656
6105,Loaded_Language,5251,5267,His presence on the boards of both organizations constitutes an obscene travesty.,obscene travesty,train,730149656
6106,Loaded_Language,1113,1133,"Special FBI agent Peter Stzrok and Lisa Page, an attorney who has since left the FBI, were targeted in this report for their blatantly anti-Trump text messages.",blatantly anti-Trump,train,764518567
6107,Loaded_Language,1258,1266,Former Attorney General Loretta Lynch was also criticized for exercising bad judgment in connection with her infamous tarmac meeting with Bill Clinton.,infamous,train,764518567
6108,Loaded_Language,1924,1933,"Moreover, this report did not address whether the Department of Justice or FBI abused the Foreign Intelligence Surveillance Act to obtain a surveillance order against former Trump campaign advisor Carter Page, or the government’s reliance on former British intelligence agent Christopher Steele’s salacious and unverified “dossier” in its FISA court application, which the OIG is investigating separately.",salacious,train,764518567
6109,Doubt,2303,2349,"In analyzing the highly anticipated OIG report’s conclusions, it is clear that either Mr. Horowitz himself decided to pull his punches or that the final version, which had been reviewed by upper echelons in both the FBI and Justice Department before its public release, emerged in a disappointingly watered-down form.",emerged in a disappointingly watered-down form,train,764518567
6110,Loaded_Language,2316,2331,"In analyzing the highly anticipated OIG report’s conclusions, it is clear that either Mr. Horowitz himself decided to pull his punches or that the final version, which had been reviewed by upper echelons in both the FBI and Justice Department before its public release, emerged in a disappointingly watered-down form.",disappointingly,train,764518567
6111,Loaded_Language,2954,2972,"Starting with Comey’s public announcement on July 5, 2016 criticizing Hillary Clinton and her staff for being “extremely careless in their handling of very sensitive, highly classified information,” but also announcing that the FBI was “expressing to Justice our view that no charges are appropriate in this case,” Comey was taken to task for insubordination and usurping the authority of the attorney general.",extremely careless,train,764518567
